severity,issue,type,id,locale,field,title,detail
HIGH,MISSING,ARTICLE,'558848704595,bg,summary_html,Nový model BU1 Triangle,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558848737363,bg,body_html,Model BU1 FC Hlučín,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558848737363,bg,summary_html,Model BU1 FC Hlučín,No summary_html translation
HIGH,MISSING,ARTICLE,'558848770131,bg,summary_html,Všichni brankáři MFK Karviná chytají v BU1,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558848802899,bg,body_html,Roman Valeš začíná chytat v BU1,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558848802899,bg,summary_html,Roman Valeš začíná chytat v BU1,No summary_html translation
HIGH,MISSING,ARTICLE,'558848835667,bg,summary_html,Testovací model BU1 All Black,No summary_html translation
HIGH,MISSING,ARTICLE,'558848868435,bg,summary_html,Začínáme prodávat dětské velikosti,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854864979,bg,body_html,První video brankářského tréninku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854864979,bg,summary_html,První video brankářského tréninku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854897747,bg,body_html,Brankáři MFK Karviná v BU1,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854897747,bg,summary_html,Brankáři MFK Karviná v BU1,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854930515,bg,body_html,Kluci z Karviné nám udělali video,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854930515,bg,summary_html,Kluci z Karviné nám udělali video,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854963283,bg,body_html,BU1 a Sportfotbal.cz,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854963283,bg,summary_html,BU1 a Sportfotbal.cz,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854996051,bg,body_html,Nový model BU1 RED,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854996051,bg,summary_html,Nový model BU1 RED,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558855028819,bg,body_html,Nový model pro Sportfotbal.cz,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558855028819,bg,summary_html,Nový model pro Sportfotbal.cz,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558855061587,bg,body_html,BU1 speciální modely,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558855061587,bg,summary_html,BU1 speciální modely,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558855094355,bg,body_html,1. FC Slovácko ženy – trénink v rukavicích BU1,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558855094355,bg,summary_html,1. FC Slovácko ženy – trénink v rukavicích BU1,No summary_html translation
HIGH,MISSING,ARTICLE,'558855094355,bg,handle,1. FC Slovácko ženy – trénink v rukavicích BU1,No handle translation
HIGH,WRONG_DOMAIN,ARTICLE,'558855127123,bg,body_html,Kdo chytá v rukavicích BU1 v 1. české fotbalové li,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558855127123,bg,summary_html,Kdo chytá v rukavicích BU1 v 1. české fotbalové li,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558858272851,bg,body_html,Výprodej BU1 Army a BU1 Pink,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558858272851,bg,summary_html,Výprodej BU1 Army a BU1 Pink,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558862630995,bg,body_html,Rozhovor – Jan Laštůvka,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558862630995,bg,summary_html,Rozhovor – Jan Laštůvka,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558862663763,bg,body_html,Speciální model pro Dušana Kuciaka,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558862663763,bg,summary_html,Speciální model pro Dušana Kuciaka,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558866530387,bg,body_html,Slavíme 2. narozeniny a máme tady do konce víkendu,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558866530387,bg,summary_html,Slavíme 2. narozeniny a máme tady do konce víkendu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558866563155,bg,body_html,Rozhovor – Tomáš Tujvel,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558866563155,bg,summary_html,Rozhovor – Tomáš Tujvel,No summary_html translation
HIGH,MISSING,ARTICLE,'558866595923,bg,summary_html,Nejlepší brankáři historie – Gordon Banks,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558866661459,bg,body_html,Rozhovor – Miloš Buchta,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558866661459,bg,summary_html,Rozhovor – Miloš Buchta,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558866726995,bg,body_html,Často kladené otázky,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558866726995,bg,summary_html,Často kladené otázky,No summary_html translation
HIGH,MISSING,ARTICLE,'558866792531,bg,summary_html,Nejlepší brankáři historie – Lev Jašin,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558901264467,bg,body_html,Fotbalová sezona pomalu končí..,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558901264467,bg,summary_html,Fotbalová sezona pomalu končí..,No summary_html translation
HIGH,MISSING,ARTICLE,'558902149203,bg,summary_html,Mistrovství světa 2018,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558902181971,bg,body_html,Historie brankářských rukavic,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558902181971,bg,summary_html,Historie brankářských rukavic,No summary_html translation
HIGH,MISSING,ARTICLE,'558902214739,bg,summary_html,Rozhovor – Martin Jedlička,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558902247507,bg,body_html,Nejlepší brankáři historie – Dino Zoff,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558902247507,bg,summary_html,Nejlepší brankáři historie – Dino Zoff,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558902280275,bg,body_html,Nová modelová řada BU1 Signal,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558902280275,bg,summary_html,Nová modelová řada BU1 Signal,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558902313043,bg,body_html,"Chystáme nové dresy, poraďte nám které máme udělat",Contains bu1.cz
HIGH,MISSING,ARTICLE,'558902313043,bg,summary_html,"Chystáme nové dresy, poraďte nám které máme udělat",No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921089107,bg,body_html,Jak vybrat rukavice na Vánoce?,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921089107,bg,summary_html,Jak vybrat rukavice na Vánoce?,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921121875,bg,body_html,Rozhovor – Přemysl Kovář,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921121875,bg,summary_html,Rozhovor – Přemysl Kovář,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921154643,bg,body_html,Rukavice na umělých površích,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921154643,bg,summary_html,Rukavice na umělých površích,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921580627,bg,body_html,Jaký byl pro BU1 rok 2018,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921580627,bg,summary_html,Jaký byl pro BU1 rok 2018,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921646163,bg,body_html,Jak na chladné počasí?,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921646163,bg,summary_html,Jak na chladné počasí?,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558940651603,bg,body_html,O naší novince BU1 Neo Red,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558940651603,bg,summary_html,O naší novince BU1 Neo Red,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558957396051,bg,body_html,BU1 na zakázku – MOL Vidi FC,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558957396051,bg,summary_html,BU1 na zakázku – MOL Vidi FC,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558957428819,bg,body_html,Rukavice pro zlomený prst Álexe Craninxe,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558957428819,bg,summary_html,Rukavice pro zlomený prst Álexe Craninxe,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558957559891,bg,body_html,Rukavice pro Juventus Academy Los Angeles,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558957559891,bg,summary_html,Rukavice pro Juventus Academy Los Angeles,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963097683,bg,body_html,BU1 a FC Barca Academy v Maďarsku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963097683,bg,summary_html,BU1 a FC Barca Academy v Maďarsku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963195987,bg,body_html,BU1 brankářský kemp 2021 v Háji ve Slezsku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963195987,bg,summary_html,BU1 brankářský kemp 2021 v Háji ve Slezsku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963228755,bg,body_html,BU1 příměstský kemp ve Velké Polomi u Opavy,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963228755,bg,summary_html,BU1 příměstský kemp ve Velké Polomi u Opavy,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963261523,bg,body_html,Zimní BU1 příměstský kemp v Háji ve Slezsku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963261523,bg,summary_html,Zimní BU1 příměstský kemp v Háji ve Slezsku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963294291,bg,body_html,Nové termíny kempů + web BU1 akademie,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963294291,bg,summary_html,Nové termíny kempů + web BU1 akademie,No summary_html translation
HIGH,MISSING,ARTICLE,'558963327059,bg,summary_html,Model BU1 Mladá Boleslav,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963359827,bg,body_html,Levné a levnější BU1 brankářské rukavice,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963359827,bg,summary_html,Levné a levnější BU1 brankářské rukavice,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963392595,bg,body_html,BU1 sport a Saves help football,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963392595,bg,summary_html,BU1 sport a Saves help football,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963425363,bg,body_html,BU1 na zakázku – Zlomené prsty,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963425363,bg,summary_html,BU1 na zakázku – Zlomené prsty,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963490899,bg,body_html,Vliv brankářů na výsledky fotbalového týmu,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963490899,bg,summary_html,Vliv brankářů na výsledky fotbalového týmu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963523667,bg,body_html,TOP 10 nejslavnějších penalt ve fotbale,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963523667,bg,summary_html,TOP 10 nejslavnějších penalt ve fotbale,No summary_html translation
HIGH,MISSING,ARTICLE,'558965784659,bg,summary_html,Brankářské chyby a jak se z nich poučit,No summary_html translation
HIGH,MISSING,ARTICLE,'558965817427,bg,summary_html,Brankářské legendy: Příběh návratu po zranění,No summary_html translation
HIGH,MISSING,ARTICLE,'558965850195,bg,summary_html,Psychologie v brankářství: Udržování klidné hlavy ,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558965882963,bg,body_html,Spolupracujeme nově s Fotbalovou Akademií Marka Ha,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558965882963,bg,summary_html,Spolupracujeme nově s Fotbalovou Akademií Marka Ha,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558965915731,bg,body_html,Nejslavnější brankářské zákroky v historii fotbalu,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558965915731,bg,summary_html,Nejslavnější brankářské zákroky v historii fotbalu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558965981267,bg,body_html,Cesta k triumfu: Rozhovor s vítězným brankářem uni,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558965981267,bg,summary_html,Cesta k triumfu: Rozhovor s vítězným brankářem uni,No summary_html translation
HIGH,MISSING,ARTICLE,'558966014035,bg,summary_html,Spolupráce fotbalové akademie BU1 s firmou Stavby ,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558966046803,bg,body_html,Historie a příběhy fotbalových derby,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558966046803,bg,summary_html,Historie a příběhy fotbalových derby,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558966112339,bg,body_html,Evoluce fotbalových taktik,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558966112339,bg,summary_html,Evoluce fotbalových taktik,No summary_html translation
HIGH,MISSING,ARTICLE,'558967095379,bg,summary_html,Kulinářská dobrodružství na fotbalovém stadionu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558967128147,bg,body_html,Fotbal a hudba: Hymny znějící fotbalovými stadiony,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558967128147,bg,summary_html,Fotbal a hudba: Hymny znějící fotbalovými stadiony,No summary_html translation
HIGH,MISSING,ARTICLE,'558967160915,bg,summary_html,Proč je fotbal tolik oblíbený: Historie této úžasn,No summary_html translation
HIGH,MISSING,ARTICLE,'558967193683,bg,summary_html,Jak zbavit vaše kopačky zápachu,No summary_html translation
HIGH,MISSING,ARTICLE,'558967226451,bg,summary_html,Poutavé příběhy brankářských hvězd na jejich profe,No summary_html translation
HIGH,MISSING,ARTICLE,'558967259219,bg,summary_html,Historie fotbalových dresů: Jak se vyvíjely fotbal,No summary_html translation
HIGH,MISSING,ARTICLE,'558967291987,bg,summary_html,Grassroots fotbal: Co je to a jaké jsou jeho princ,No summary_html translation
HIGH,MISSING,ARTICLE,'558967324755,bg,summary_html,"Slavní fotbaloví manažeři, kteří dali přednost ved",No summary_html translation
HIGH,MISSING,ARTICLE,'558967357523,bg,summary_html,Rekordní střelci fotbalové historie: Kdo se pyšní ,No summary_html translation
HIGH,MISSING,ARTICLE,'558967390291,bg,summary_html,Fotbal a koordinace: Proč je důležitá a jak ji zle,No summary_html translation
HIGH,MISSING,ARTICLE,'559076245587,bg,summary_html,RADEK VÍTEK,No summary_html translation
HIGH,MISSING,ARTICLE,'559076278355,bg,summary_html,VÁCLAV HLADKÝ,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559263023187,bg,body_html,"5 tipů od brankářů, díky kterým vychytáte nulu",Contains bu1.cz
HIGH,MISSING,ARTICLE,'559263023187,bg,summary_html,"5 tipů od brankářů, díky kterým vychytáte nulu",No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559263088723,bg,body_html,Jak být lepším brankářem? Kromě fyzického tréninku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559263088723,bg,summary_html,Jak být lepším brankářem? Kromě fyzického tréninku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446261843,bg,body_html,O brankářských rukavicích na zakázku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446261843,bg,summary_html,O brankářských rukavicích na zakázku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446294611,bg,body_html,Co jsme nachystali na Vánoce?,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446294611,bg,summary_html,Co jsme nachystali na Vánoce?,No summary_html translation
HIGH,MISSING,ARTICLE,'559446327379,bg,summary_html,Omezení spojené s vyhlášenou karanténou,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446360147,bg,body_html,Naše 3. narozeniny = největší sleva v historii BU1,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446360147,bg,summary_html,Naše 3. narozeniny = největší sleva v historii BU1,No summary_html translation
HIGH,MISSING,ARTICLE,'559446392915,bg,summary_html,Jak se udržovat doma – David Švacha,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446425683,bg,body_html,Běžecká cvičení pro fotbalisty: osvědčené tipy a t,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446425683,bg,summary_html,Běžecká cvičení pro fotbalisty: osvědčené tipy a t,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446458451,bg,body_html,Zkušení brankáři radí: Jak chytat míč v pádu,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446458451,bg,summary_html,Zkušení brankáři radí: Jak chytat míč v pádu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446491219,bg,body_html,Jak na penalty z pohledu brankáře? Osvědčené posta,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446491219,bg,summary_html,Jak na penalty z pohledu brankáře? Osvědčené posta,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446523987,bg,body_html,Tréninková cvičení pro fotbalové brankáře: Základn,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446523987,bg,summary_html,Tréninková cvičení pro fotbalové brankáře: Základn,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446556755,bg,body_html,Jak se pozná dobrý brankář? Rozhodují fyzické a ps,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446556755,bg,summary_html,Jak se pozná dobrý brankář? Rozhodují fyzické a ps,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446589523,bg,body_html,Jak vybrat kvalitní kopačky pro brankáře?,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446589523,bg,summary_html,Jak vybrat kvalitní kopačky pro brankáře?,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446622291,bg,body_html,Trénink pro malé fotbalisty: Zábavná cvičení pro d,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446622291,bg,summary_html,Trénink pro malé fotbalisty: Zábavná cvičení pro d,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446655059,bg,body_html,"Nejlepší fotbalové akademie: 5 míst, kde se rodí m",Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446655059,bg,summary_html,"Nejlepší fotbalové akademie: 5 míst, kde se rodí m",No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446687827,bg,body_html,Ekonomika fotbalu: Jak se kluby vypořádávají s fin,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446687827,bg,summary_html,Ekonomika fotbalu: Jak se kluby vypořádávají s fin,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446720595,bg,body_html,VAR ve fotbale: Nový systém ovlivňuje průběh i dyn,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446720595,bg,summary_html,VAR ve fotbale: Nový systém ovlivňuje průběh i dyn,No summary_html translation
HIGH,MISSING,ARTICLE,'559446753363,bg,summary_html,Top 10 zahraničních fotbalových podcastů,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559641788499,bg,body_html,Fotbalové přestupy  | BU1 - Každý může hrát jako š,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559641788499,bg,summary_html,Fotbalové přestupy  | BU1 - Každý může hrát jako š,No summary_html translation
HIGH,MISSING,ARTICLE,'559641788499,bg,handle,Fotbalové přestupy  | BU1 - Každý může hrát jako š,No handle translation
HIGH,MISSING,ARTICLE,'559641821267,bg,summary_html,Jak funguje fotbalový skauting  | BU1 - Každý může,No summary_html translation
HIGH,MISSING,ARTICLE,'559641821267,bg,handle,Jak funguje fotbalový skauting  | BU1 - Každý může,No handle translation
HIGH,MISSING,ARTICLE,'559641854035,bg,summary_html,Fotbal za sněhu a deště: Jak se s tím hráči a týmy,No summary_html translation
HIGH,MISSING,ARTICLE,'559641854035,bg,handle,Fotbal za sněhu a deště: Jak se s tím hráči a týmy,No handle translation
HIGH,WRONG_DOMAIN,ARTICLE,'559641886803,bg,body_html,Vedení ve fotbale: Role kapitána| BU1 - Každý může,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559641886803,bg,summary_html,Vedení ve fotbale: Role kapitána| BU1 - Každý může,No summary_html translation
HIGH,MISSING,ARTICLE,'559641886803,bg,handle,Vedení ve fotbale: Role kapitána| BU1 - Každý může,No handle translation
HIGH,MISSING,ARTICLE,'559833808979,bg,summary_html,Evoluce ženského fotbalu: Jak se stal globálním fe,No summary_html translation
HIGH,MISSING,ARTICLE,'559833808979,bg,handle,Evoluce ženského fotbalu: Jak se stal globálním fe,No handle translation
HIGH,MISSING,ARTICLE,'559997059155,bg,summary_html,Jak se stát lepším obráncem v roce 2025,No summary_html translation
HIGH,MISSING,ARTICLE,'559997059155,bg,handle,Jak se stát lepším obráncem v roce 2025,No handle translation
HIGH,MISSING,ARTICLE,'559997681747,bg,summary_html,"Péče o kopačky: Kompletní návod – Čištění, sušení,",No summary_html translation
HIGH,MISSING,ARTICLE,'559997681747,bg,handle,"Péče o kopačky: Kompletní návod – Čištění, sušení,",No handle translation
HIGH,MISSING,ARTICLE,'560181411923,bg,summary_html,"Fotbalové stadiony Londýna: architektura, historie",No summary_html translation
HIGH,MISSING,ARTICLE,'560181411923,bg,handle,"Fotbalové stadiony Londýna: architektura, historie",No handle translation
HIGH,MISSING,ARTICLE,'560182689875,bg,handle,"Letní přestupy 2025: Alexander-Arnold v Realu, Fri",No handle translation
HIGH,MISSING,ARTICLE,'560192684115,bg,handle,Dominik Holec zažil v Baníku jedinečnou sezonu,No handle translation
HIGH,WRONG_DOMAIN,ARTICLE,'560204546131,bg,body_html,BU1 × MFK Karviná: Speciální model rukavic pro nej,Contains bu1.cz
HIGH,MISSING,ARTICLE,'560204546131,bg,summary_html,BU1 × MFK Karviná: Speciální model rukavic pro nej,No summary_html translation
HIGH,MISSING,ARTICLE,'560204546131,bg,handle,BU1 × MFK Karviná: Speciální model rukavic pro nej,No handle translation
HIGH,MISSING,ARTICLE,'560229875795,bg,handle,Druhý týden přestupního období nabídl zajímavé děn,No handle translation
HIGH,MISSING,ARTICLE,'560263037011,bg,handle,Ligový fotograf David Štěpina: „Nejvíc mě baví zac,No handle translation
HIGH,MISSING,ARTICLE,'560271032403,bg,handle,"Letní přestupy, díl třetí: Shopaholic Man City, no",No handle translation
HIGH,MISSING,ARTICLE,'560288301139,bg,handle,"Fotbalové dokumenty, které musíte vidět: Nejlepší ",No handle translation
HIGH,MISSING,ARTICLE,'560320708691,bg,handle,Pozápasová regenerace: Regeneruj jako profík,No handle translation
HIGH,MISSING,ARTICLE,'560348430419,bg,summary_html,Mentální příprava: Jak porazit předzápasovou nervo,No summary_html translation
HIGH,MISSING,ARTICLE,'560348430419,bg,handle,Mentální příprava: Jak porazit předzápasovou nervo,No handle translation
HIGH,MISSING,ARTICLE,'560367698003,bg,summary_html,Mistrovská lekce standardních situací: Zlepšete př,No summary_html translation
HIGH,MISSING,ARTICLE,'561663836243,bg,title,Custom brankářské rukavice pro MFK Karviná: od kem,No title translation
HIGH,MISSING,ARTICLE,'561663836243,bg,body_html,Custom brankářské rukavice pro MFK Karviná: od kem,No body_html translation
HIGH,MISSING,ARTICLE,'561663836243,bg,summary_html,Custom brankářské rukavice pro MFK Karviná: od kem,No summary_html translation
HIGH,MISSING,ARTICLE,'561663836243,bg,handle,Custom brankářské rukavice pro MFK Karviná: od kem,No handle translation
HIGH,MISSING,ARTICLE,'561663869011,bg,title,Baník Ostrava chytá v custom rukavicích BU1,No title translation
HIGH,MISSING,ARTICLE,'561663869011,bg,body_html,Baník Ostrava chytá v custom rukavicích BU1,No body_html translation
HIGH,MISSING,ARTICLE,'561663869011,bg,summary_html,Baník Ostrava chytá v custom rukavicích BU1,No summary_html translation
HIGH,MISSING,ARTICLE,'561663869011,bg,handle,Baník Ostrava chytá v custom rukavicích BU1,No handle translation
HIGH,MISSING,ARTICLE,'558848704595,de,summary_html,Nový model BU1 Triangle,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558848737363,de,body_html,Model BU1 FC Hlučín,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558848737363,de,summary_html,Model BU1 FC Hlučín,No summary_html translation
HIGH,MISSING,ARTICLE,'558848770131,de,summary_html,Všichni brankáři MFK Karviná chytají v BU1,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558848802899,de,body_html,Roman Valeš začíná chytat v BU1,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558848802899,de,summary_html,Roman Valeš začíná chytat v BU1,No summary_html translation
HIGH,MISSING,ARTICLE,'558848835667,de,summary_html,Testovací model BU1 All Black,No summary_html translation
HIGH,MISSING,ARTICLE,'558848868435,de,summary_html,Začínáme prodávat dětské velikosti,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854864979,de,body_html,První video brankářského tréninku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854864979,de,summary_html,První video brankářského tréninku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854897747,de,body_html,Brankáři MFK Karviná v BU1,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854897747,de,summary_html,Brankáři MFK Karviná v BU1,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854930515,de,body_html,Kluci z Karviné nám udělali video,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854930515,de,summary_html,Kluci z Karviné nám udělali video,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854963283,de,body_html,BU1 a Sportfotbal.cz,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854963283,de,summary_html,BU1 a Sportfotbal.cz,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558854996051,de,body_html,Nový model BU1 RED,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558854996051,de,summary_html,Nový model BU1 RED,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558855028819,de,body_html,Nový model pro Sportfotbal.cz,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558855028819,de,summary_html,Nový model pro Sportfotbal.cz,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558855061587,de,body_html,BU1 speciální modely,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558855061587,de,summary_html,BU1 speciální modely,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558855094355,de,body_html,1. FC Slovácko ženy – trénink v rukavicích BU1,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558855094355,de,summary_html,1. FC Slovácko ženy – trénink v rukavicích BU1,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558855127123,de,body_html,Kdo chytá v rukavicích BU1 v 1. české fotbalové li,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558855127123,de,summary_html,Kdo chytá v rukavicích BU1 v 1. české fotbalové li,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558858272851,de,body_html,Výprodej BU1 Army a BU1 Pink,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558858272851,de,summary_html,Výprodej BU1 Army a BU1 Pink,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558862630995,de,body_html,Rozhovor – Jan Laštůvka,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558862630995,de,summary_html,Rozhovor – Jan Laštůvka,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558862663763,de,body_html,Speciální model pro Dušana Kuciaka,Contains bu1.cz
