severity,issue,type,id,locale,field,title,detail
HIGH,MISSING,PRODUCT,'7206873202771,es,handle,BU1 Triangle NC,No handle translation
HIGH,MISSING,PRODUCT,'7206873366611,es,meta_description,Potisk,No meta_description translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206874185811,es,meta_description,Junior BU1 Light Pink,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206874185811,es,handle,Junior BU1 Light Pink,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206874808403,es,meta_description,BU1 Light Pink NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206874808403,es,handle,BU1 Light Pink NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206875234387,es,meta_description,BU1 Light Pink Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206875234387,es,handle,BU1 Light Pink Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206875496531,es,meta_description,BU1 kompresní trenýrky černé,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206875922515,es,meta_description,BU1 kompresní legíny černé,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206876479571,es,meta_description,BU1 kompresní tričko modré,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206876971091,es,meta_description,BU1 kompresní tričko neonově zelené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206877593683,es,meta_description,BU1 kompresní tričko fialové,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206878281811,es,meta_description,BU1 kompresní tričko bílé,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206878806099,es,meta_description,BU1 kompresní tričko neonově žluté,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206879428691,es,meta_description,BU1 kompresní tričko červené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206879985747,es,meta_description,BU1 kompresní tričko černé,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206880542803,es,meta_description,BU1 dres 22 fialový,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206881165395,es,meta_description,BU1 dres 22 černý,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206881493075,es,meta_description,BU1 vesta,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206882115667,es,meta_description,BU1 šusťáková bunda,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206882541651,es,meta_description,BU1 vycházkové trenýrky šedé,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206883131475,es,meta_description,BU1 vycházková mikina šedá,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206883262547,es,meta_description,BU1 vycházkové tepláky šedé,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206883721299,es,meta_description,Junior BU1 Heaven,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206883721299,es,handle,Junior BU1 Heaven,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206884278355,es,meta_description,BU1 Heaven Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206884278355,es,handle,BU1 Heaven Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206884704339,es,meta_description,BU1 Heaven Roll Finger,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206884704339,es,handle,BU1 Heaven Roll Finger,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206885261395,es,meta_description,BU1 Heaven Hybrid,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206885261395,es,handle,BU1 Heaven Hybrid,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206885720147,es,meta_description,BU1 Heaven NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206885720147,es,handle,BU1 Heaven NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206886178899,es,meta_description,Kšiltovka BU1 Neo Black,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206886899795,es,meta_description,BU1 Light White Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206886899795,es,handle,BU1 Light White Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206887587923,es,meta_description,BU1 Light White NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206887587923,es,handle,BU1 Light White NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206888144979,es,meta_description,Junior BU1 Light White,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206888144979,es,handle,Junior BU1 Light White,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206888439891,es,meta_description,BU1 trenýrky 22 zelené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206888833107,es,meta_description,BU1 dres 22 zelený,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206889095251,es,meta_description,BU1 tréninkové tričko tmavě modré,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206889422931,es,meta_description,BU1 tréninkové tričko červené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206889685075,es,meta_description,BU1 tréninkové tričko bílé,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206889947219,es,meta_description,BU1 sportovní mikina 22 neonově žlutá,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206890209363,es,meta_description,BU1 sportovní mikina 22 červená,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206890602579,es,meta_description,BU1 sportovní mikina 22 černá,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206891094099,es,meta_description,BU1 sportovní tepláky 22 černé,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206891421779,es,handle,Junior BU1 One Blue,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206891946067,es,meta_description,BU1 One Blue Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206891946067,es,handle,BU1 One Blue Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206892404819,es,meta_description,BU1 sportovní batoh černý,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206892961875,es,meta_description,BU1 ponožky - hřiště,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206893125715,es,meta_description,BU1 štulpny neonově žluté bez ponožky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206893453395,es,meta_description,BU1 trenýrky 20 neonově žluté,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206894207059,es,meta_description,BU1 dres 20 neonově žlutý,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206896369747,es,meta_description,BU1 22 míč velikost 4,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206897090643,es,meta_description,BU1 22 míč velikost 5,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206897877075,es,meta_description,Junior BU1 Light Red,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206897877075,es,handle,Junior BU1 Light Red,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206898499667,es,meta_description,BU1 Light Red NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206898499667,es,handle,BU1 Light Red NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206899417171,es,meta_description,BU1 Light Red Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206899417171,es,handle,BU1 Light Red Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206899908691,es,meta_description,BU1 protiskluzové ponožky modré - silikon,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206900432979,es,meta_description,BU1 protiskluzové ponožky červené - silikon,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206900924499,es,meta_description,BU1 protiskluzové ponožky žluté - silikon,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206901416019,es,meta_description,BU1 sportovní ponožky neonově žluté,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206901940307,es,meta_description,BU1 sportovní ponožky neonově zelené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206902431827,es,meta_description,BU1 sportovní ponožky modré,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206902988883,es,meta_description,BU1 sportovní ponožky červené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206903447635,es,meta_description,BU1 sportovní ponožky žluté,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206904299603,es,meta_description,Junior BU1 Light Neon Yellow,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206904299603,es,handle,Junior BU1 Light Neon Yellow,No handle translation
HIGH,MISSING,PRODUCT,'7206905610323,es,handle,Junior BU1 Light Blue,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206906331219,es,meta_description,Junior BU1 One Orange,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206906331219,es,handle,Junior BU1 One Orange,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206907281491,es,meta_description,Junior BU1 One Fluo,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206907281491,es,handle,Junior BU1 One Fluo,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206908657747,es,meta_description,BU1 Light Neon Yellow NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206908657747,es,handle,BU1 Light Neon Yellow NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206909542483,es,meta_description,BU1 Light Neon Yellow Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206909542483,es,handle,BU1 Light Neon Yellow Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206910885971,es,meta_description,BU1 Light Blue NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206910885971,es,handle,BU1 Light Blue NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206911901779,es,meta_description,BU1 Light Blue Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206911901779,es,handle,BU1 Light Blue Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206912688211,es,meta_description,BU1 One Orange NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206912688211,es,handle,BU1 One Orange NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206913605715,es,meta_description,BU1 One Fluo NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206913605715,es,handle,BU1 One Fluo NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206914326611,es,meta_description,BU1 One Orange Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206914326611,es,handle,BU1 One Orange Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206914687059,es,meta_description,BU1 One Fluo Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206914687059,es,handle,BU1 One Fluo Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206915113043,es,meta_description,BU1 štulpny černé bez ponožky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206915604563,es,meta_description,BU1 štulpny bílé bez ponožky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206916128851,es,meta_description,BU1 štulpny růžové bez ponožky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206916554835,es,meta_description,BU1 štulpny žluté bez ponožky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206917013587,es,meta_description,BU1 štulpny neonově zelené bez ponožky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206917505107,es,meta_description,BU1 štulpny červené bez ponožky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206918029395,es,meta_description,BU1 štulpny modré bez ponožky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206918684755,es,meta_description,BU1 štulpny růžové,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206919274579,es,meta_description,BU1 štulpny neonově zelené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206919602259,es,meta_description,BU1 štulpny žluté,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206919962707,es,meta_description,BU1 štulpny červené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206920454227,es,meta_description,BU1 štulpny modré,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206921240659,es,meta_description,BU1 dres 20 černo-červený,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206921633875,es,meta_description,BU1 protiskluzové ponožky bílé - silikon,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206922256467,es,meta_description,BU1 protiskluzové ponožky černé - silikon,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206922944595,es,meta_description,BU1 protiskluzové ponožky bílé - mikrovlákno,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206923665491,es,meta_description,BU1 protiskluzové ponožky černé - mikrovlákno,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206924124243,es,handle,BU1 Neo White,No handle translation
HIGH,MISSING,PRODUCT,'7206924812371,es,handle,Junior BU1 Neo White,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206926123091,es,body_html,Kšiltovka BU1 Khaki,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206926123091,es,meta_description,Kšiltovka BU1 Khaki,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206926581843,es,meta_description,BU1 vyztužené neoprenové legíny krátké,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206927401043,es,meta_description,BU1 vyztužené legíny krátké černé,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206927958099,es,meta_description,BU1 vyztužené legíny dlouhé khaki,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206928515155,es,meta_description,BU1 vyztužené legíny dlouhé černé,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206929236051,es,handle,Junior BU1 FIT Pink,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206929956947,es,meta_description,BU1 FIT Pink NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206929956947,es,handle,BU1 FIT Pink NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206930546771,es,meta_description,Junior BU1 Signal Blue,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206930546771,es,handle,Junior BU1 Signal Blue,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206931136595,es,meta_description,BU1 Signal Blue,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206931136595,es,handle,BU1 Signal Blue,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206931529811,es,meta_description,BU1 trenýrky 20 růžové,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206932021331,es,meta_description,BU1 trenýrky 20 červené,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206932447315,es,meta_description,BU1 trenýrky 20 modré,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206933135443,es,meta_description,BU1 dres 20 černý,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206933889107,es,meta_description,BU1 dres 20 žlutý,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206934708307,es,meta_description,BU1 dres 20 bílý,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206935593043,es,meta_description,BU1 dres 20 růžový,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206936543315,es,meta_description,BU1 dres 20 červený,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206937329747,es,meta_description,BU1 dres 20 modrý,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206937886803,es,meta_description,BU1 brankářské trenýrky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206938509395,es,meta_description,BU1 brankářské tepláky,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206939459667,es,meta_description,BU1 mikina šedá #BU1GLOVES,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206940278867,es,meta_description,BU1 mikina žlutá #BU1GLOVES,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206940868691,es,meta_description,BU1 tričko zelené/khaki,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206941655123,es,meta_description,BU1 tričko červené,Contains bu1.cz instead of bu1sport.com
HIGH,CZECH_LEAK,PRODUCT,'7206942277715,es,body_html,Junior BU1 Army 20,"Czech word ""rukavice"" in es translation"
HIGH,WRONG_DOMAIN,PRODUCT,'7206942277715,es,meta_description,Junior BU1 Army 20,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206942277715,es,handle,Junior BU1 Army 20,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206943162451,es,meta_description,BU1 zápasový míč velikost 4,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206943850579,es,meta_description,BU1 zápasový míč velikost 5,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206944505939,es,meta_description,BU1 Army Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206944505939,es,handle,BU1 Army Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206944768083,es,meta_description,BU1 batoh Top Roll,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206945062995,es,meta_description,BU1 taška na rukavice,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206945161299,es,meta_description,BU1 Šampón na rukavice 250 ml,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206945390675,es,meta_description,BU1 sportovní batoh šedý,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206945718355,es,meta_description,BU1 taška velká,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206945849427,es,meta_description,BU1 FIT Violet Hyla,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206945849427,es,handle,BU1 FIT Violet Hyla,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206946046035,es,meta_description,Junior BU1 Neo Black,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206946046035,es,handle,Junior BU1 Neo Black,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206946308179,es,meta_description,Junior BU1 All Black,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206946308179,es,handle,Junior BU1 All Black,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206946504787,es,meta_description,BU1 Neo Black,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206946504787,es,handle,BU1 Neo Black,No handle translation
HIGH,MISSING,PRODUCT,'7206946603091,es,handle,Junior BU1 Neo Red,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206946766931,es,meta_description,BU1 Neo Red,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206946766931,es,handle,BU1 Neo Red,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206947356755,es,meta_description,Junior BU1 Classic,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206947356755,es,handle,Junior BU1 Classic,No handle translation
HIGH,MISSING,PRODUCT,'7206947586131,es,handle,Junior BU1 Signal Gray,No handle translation
HIGH,MISSING,PRODUCT,'7206947782739,es,handle,Junior BU1 Signal Pink,No handle translation
HIGH,CZECH_LEAK,PRODUCT,'7206947946579,es,body_html,Rukavice BU1 na přání,"Czech word ""rukavice"" in es translation"
HIGH,WRONG_DOMAIN,PRODUCT,'7206948274259,es,meta_description,Junior BU1 Blue,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206948274259,es,handle,Junior BU1 Blue,No handle translation
HIGH,MISSING,PRODUCT,'7206948405331,es,handle,BU1 Blue Roll Finger,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206948667475,es,meta_description,BU1 Blue NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206948667475,es,handle,BU1 Blue NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206948864083,es,meta_description,BU1 Signal Pink,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206948864083,es,handle,BU1 Signal Pink,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206949027923,es,meta_description,BU1 Signal Gray,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206949027923,es,handle,BU1 Signal Gray,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206949224531,es,body_html,Kšiltovka BU1 Triangle,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206949224531,es,meta_description,Kšiltovka BU1 Triangle,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206949519443,es,body_html,Kšiltovka BU1 Classic,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206949519443,es,meta_description,Kšiltovka BU1 Classic,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206949781587,es,body_html,Kšiltovka BU1 All Black,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206949781587,es,meta_description,Kšiltovka BU1 All Black,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206949945427,es,body_html,Kšiltovka BU1 Red,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206950207571,es,handle,Junior BU1 Camo,No handle translation
HIGH,MISSING,PRODUCT,'7206950436947,es,body_html,BU1 Camo Hybrid,No body_html translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206950436947,es,meta_description,BU1 Camo Hybrid,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206950436947,es,handle,BU1 Camo Hybrid,No handle translation
HIGH,MISSING,PRODUCT,'7206950764627,es,body_html,BU1 Camo NC,No body_html translation
HIGH,MISSING,PRODUCT,'7206950764627,es,handle,BU1 Camo NC,No handle translation
HIGH,MISSING,PRODUCT,'7206950994003,es,handle,BU1 Sunshine Hybrid,No handle translation
HIGH,MISSING,PRODUCT,'7206951190611,es,handle,BU1 Sunshine NC,No handle translation
HIGH,MISSING,PRODUCT,'7206951518291,es,handle,Junior BU1 Red,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206951682131,es,meta_description,BU1 pytlík,Contains bu1.cz instead of bu1sport.com
HIGH,WRONG_DOMAIN,PRODUCT,'7206951813203,es,meta_description,BU1 Classic NC,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206951813203,es,handle,BU1 Classic NC,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7206952108115,es,meta_description,BU1 Classic Roll Finger,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7206952108115,es,handle,BU1 Classic Roll Finger,No handle translation
HIGH,MISSING,PRODUCT,'7445768110163,es,handle,BU1 Balení 5 šampónů na rukavice pro tým,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7455389646931,es,meta_description,BU1 Champ,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7455389646931,es,handle,BU1 Champ,No handle translation
HIGH,MISSING,PRODUCT,'7469643071571,es,body_html,Fotbalový míč Select FB Stratos bílo zelená,No body_html translation
HIGH,MISSING,PRODUCT,'7469643169875,es,body_html,Fotbalový míč Select FB Power TB bílo žlutá,No body_html translation
HIGH,MISSING,PRODUCT,'7469643268179,es,body_html,Fotbalový míč Select FB Brillant Super TB bílo fia,No body_html translation
HIGH,MISSING,PRODUCT,'7481171443795,es,body_html,Currency rate,No body_html translation
HIGH,MISSING,PRODUCT,'7481171443795,es,meta_description,Currency rate,No meta_description translation
HIGH,MISSING,PRODUCT,'7490900066387,es,handle,BU1 Unlimited NC,No handle translation
HIGH,MISSING,PRODUCT,'7490900164691,es,handle,Junior BU1 Unlimited,No handle translation
HIGH,WRONG_DOMAIN,PRODUCT,'7516977004627,es,meta_description,Junior BU1 Champ,Contains bu1.cz instead of bu1sport.com
HIGH,MISSING,PRODUCT,'7516977004627,es,handle,Junior BU1 Champ,No handle translation
HIGH,MISSING,PRODUCT,'7517399711827,es,meta_description,BU1 sportovní čepice,No meta_description translation
HIGH,MISSING,PRODUCT,'7568243851347,es,handle,BU1 Light Neon Yellow Hyla 2.0,No handle translation
HIGH,MISSING,PRODUCT,'7568243982419,es,handle,Junior BU1 Light Neon Yellow 2.0,No handle translation
